[65, 117], [8, 65]
[103, 314], [103, 252]
[103, 314], [103, 189]
[103, 314], [103, 259]
[103, 314], [62, 103]
[103, 314], [103, 143]
[103, 314], [103, 159]
[103, 314], [103, 167]
[103, 314], [103, 231]
[103, 314], [103, 153]
[103, 314], [103, 152]
[18, 103], [75, 103]
[18, 103], [103, 196]
[18, 103], [103, 120]
[18, 103], [81, 103]
[18, 103], [103, 265]
[18, 103], [103, 258]
[18, 103], [103, 170]
[18, 103], [13, 103]
[18, 103], [102, 103]
[18, 103], [103, 148]
[18, 103], [22, 103]
[18, 103], [72, 103]
[18, 103], [27, 103]
[18, 103], [103, 205]
[18, 103], [103, 149]
[18, 103], [103, 125]
[18, 103], [103, 109]
[18, 103], [103, 279]
[18, 103], [103, 131]
[18, 103], [2, 103]
[18, 103], [103, 183]
[18, 103], [60, 103]
[18, 103], [103, 271]
[18, 103], [103, 107]
[18, 103], [25, 103]
[18, 103], [103, 321]
[18, 103], [103, 252]
[18, 103], [103, 189]
[18, 103], [103, 259]
[18, 103], [62, 103]
[18, 103], [103, 143]
[18, 103], [103, 159]
[18, 103], [103, 167]
[18, 103], [103, 231]
[18, 103], [103, 153]
[18, 103], [103, 152]
[75, 103], [103, 196]
[75, 103], [103, 120]
[75, 103], [81, 103]
[75, 103], [103, 265]
[75, 103], [103, 258]
[75, 103], [103, 170]
[75, 103], [13, 103]
[75, 103], [102, 103]
[75, 103], [103, 148]
[75, 103], [22, 103]
[75, 103], [72, 103]
[75, 103], [27, 103]
[75, 103], [103, 205]
[75, 103], [103, 149]
[75, 103], [103, 125]
[75, 103], [103, 109]
[75, 103], [103, 279]
[75, 103], [103, 131]
[75, 103], [2, 103]
[75, 103], [103, 183]
[75, 103], [60, 103]
[75, 103], [103, 271]
[75, 103], [103, 107]
[75, 103], [25, 103]
[75, 103], [103, 321]
[75, 103], [103, 252]
[75, 103], [103, 189]
[75, 103], [103, 259]
[75, 103], [62, 103]
[75, 103], [103, 143]
[75, 103], [103, 159]
[75, 103], [103, 167]
[75, 103], [103, 231]
[75, 103], [103, 153]
[75, 103], [103, 152]
[103, 196], [103, 120]
[103, 196], [81, 103]
[103, 196], [103, 265]
[103, 196], [103, 258]
[103, 196], [103, 170]
[103, 196], [13, 103]
[103, 196], [102, 103]
[103, 196], [103, 148]
[103, 196], [22, 103]
[103, 196], [72, 103]
[103, 196], [27, 103]
[103, 196], [103, 205]
[103, 196], [103, 149]
[103, 196], [103, 125]
[103, 196], [103, 109]
[103, 196], [103, 279]
[103, 196], [103, 131]
[103, 196], [2, 103]
[103, 196], [103, 183]
[103, 196], [60, 103]
[103, 196], [103, 271]
[103, 196], [103, 107]
[103, 196], [25, 103]
[103, 196], [103, 321]
[103, 196], [103, 252]
[103, 196], [103, 189]
[103, 196], [103, 259]
[103, 196], [62, 103]
[103, 196], [103, 143]
[103, 196], [103, 159]
[103, 196], [103, 167]
[103, 196], [103, 231]
[103, 196], [103, 153]
[103, 196], [103, 152]
[103, 120], [81, 103]
[103, 120], [103, 265]
[103, 120], [103, 258]
[103, 120], [103, 170]
[103, 120], [13, 103]
[103, 120], [102, 103]
[103, 120], [103, 148]
[103, 120], [22, 103]
[103, 120], [72, 103]
[103, 120], [27, 103]
[103, 120], [103, 205]
[103, 120], [103, 149]
[103, 120], [103, 125]
[103, 120], [103, 109]
[103, 120], [103, 279]
[103, 120], [103, 131]
[103, 120], [2, 103]
[103, 120], [103, 183]
[103, 120], [60, 103]
[103, 120], [103, 271]
[103, 120], [103, 107]
[103, 120], [25, 103]
[103, 120], [103, 321]
[103, 120], [103, 252]
[103, 120], [103, 189]
[103, 120], [103, 259]
[103, 120], [62, 103]
[103, 120], [103, 143]
[103, 120], [103, 159]
[103, 120], [103, 167]
[103, 120], [103, 231]
[103, 120], [103, 153]
[103, 120], [103, 152]
[81, 103], [103, 265]
[81, 103], [103, 258]
[81, 103], [103, 170]
[81, 103], [13, 103]
[81, 103], [102, 103]
[81, 103], [103, 148]
[81, 103], [22, 103]
[81, 103], [72, 103]
[81, 103], [27, 103]
[81, 103], [103, 205]
[81, 103], [103, 149]
[81, 103], [103, 125]
[81, 103], [103, 109]
[81, 103], [103, 279]
[81, 103], [103, 131]
[81, 103], [2, 103]
[81, 103], [103, 183]
[81, 103], [60, 103]
[81, 103], [103, 271]
[81, 103], [103, 107]
[81, 103], [25, 103]
[81, 103], [103, 321]
[81, 103], [103, 252]
[81, 103], [103, 189]
[81, 103], [103, 259]
[81, 103], [62, 103]
[81, 103], [103, 143]
[81, 103], [103, 159]
[81, 103], [103, 167]
[81, 103], [103, 231]
[81, 103], [103, 153]
[81, 103], [103, 152]
[103, 265], [103, 258]
[103, 265], [103, 170]
[103, 265], [13, 103]
[103, 265], [102, 103]
[103, 265], [103, 148]
[103, 265], [22, 103]
[103, 265], [72, 103]
[103, 265], [27, 103]
[103, 265], [103, 205]
[103, 265], [103, 149]
[103, 265], [103, 125]
[103, 265], [103, 109]
[103, 265], [103, 279]
[103, 265], [103, 131]
[103, 265], [2, 103]
[103, 265], [103, 183]
[103, 265], [60, 103]
[103, 265], [103, 271]
[103, 265], [103, 107]
[103, 265], [25, 103]
[103, 265], [103, 321]
[103, 265], [103, 252]
[103, 265], [103, 189]
[103, 265], [103, 259]
[103, 265], [62, 103]
[103, 265], [103, 143]
[103, 265], [103, 159]
[103, 265], [103, 167]
[103, 265], [103, 231]
[103, 265], [103, 153]
[103, 265], [103, 152]
[103, 258], [103, 170]
[103, 258], [13, 103]
[103, 258], [102, 103]
[103, 258], [103, 148]
[103, 258], [22, 103]
[103, 258], [72, 103]
[103, 258], [27, 103]
[103, 258], [103, 205]
[103, 258], [103, 149]
[103, 258], [103, 125]
[103, 258], [103, 109]
[103, 258], [103, 279]
[103, 258], [103, 131]
[103, 258], [2, 103]
[103, 258], [103, 183]
[103, 258], [60, 103]
[103, 258], [103, 271]
[103, 258], [103, 107]
[103, 258], [25, 103]
[103, 258], [103, 321]
[103, 258], [103, 252]
[103, 258], [103, 189]
[103, 258], [103, 259]
[103, 258], [62, 103]
[103, 258], [103, 143]
[103, 258], [103, 159]
[103, 258], [103, 167]
[103, 258], [103, 231]
[103, 258], [103, 153]
[103, 258], [103, 152]
[103, 170], [13, 103]
[103, 170], [102, 103]
[103, 170], [103, 148]
[103, 170], [22, 103]
[103, 170], [72, 103]
[103, 170], [27, 103]
[103, 170], [103, 205]
[103, 170], [103, 149]
[103, 170], [103, 125]
[103, 170], [103, 109]
[103, 170], [103, 279]
[103, 170], [103, 131]
[103, 170], [2, 103]
[103, 170], [103, 183]
[103, 170], [60, 103]
[103, 170], [103, 271]
[103, 170], [103, 107]
[103, 170], [25, 103]
[103, 170], [103, 321]
[103, 170], [103, 252]
[103, 170], [103, 189]
[103, 170], [103, 259]
[103, 170], [62, 103]
[103, 170], [103, 143]
[103, 170], [103, 159]
[103, 170], [103, 167]
[103, 170], [103, 231]
[103, 170], [103, 153]
[103, 170], [103, 152]
[13, 103], [102, 103]
[13, 103], [103, 148]
[13, 103], [22, 103]
[13, 103], [72, 103]
[13, 103], [27, 103]
[13, 103], [103, 205]
[13, 103], [103, 149]
[13, 103], [103, 125]
[13, 103], [103, 109]
[13, 103], [103, 279]
[13, 103], [103, 131]
[13, 103], [2, 103]
[13, 103], [103, 183]
[13, 103], [60, 103]
[13, 103], [103, 271]
[13, 103], [103, 107]
[13, 103], [25, 103]
[13, 103], [103, 321]
[13, 103], [103, 252]
[13, 103], [103, 189]
[13, 103], [103, 259]
[13, 103], [62, 103]
[13, 103], [103, 143]
[13, 103], [103, 159]
[13, 103], [103, 167]
[13, 103], [103, 231]
[13, 103], [103, 153]
[13, 103], [103, 152]
[102, 103], [103, 148]
[102, 103], [22, 103]
[102, 103], [72, 103]
[102, 103], [27, 103]
[102, 103], [103, 205]
[102, 103], [103, 149]
[102, 103], [103, 125]
[102, 103], [103, 109]
[102, 103], [103, 279]
[102, 103], [103, 131]
[102, 103], [2, 103]
[102, 103], [103, 183]
[102, 103], [60, 103]
[102, 103], [103, 271]
[102, 103], [103, 107]
[102, 103], [25, 103]
[102, 103], [103, 321]
[102, 103], [103, 252]
[102, 103], [103, 189]
[102, 103], [103, 259]
[102, 103], [62, 103]
[102, 103], [103, 143]
[102, 103], [103, 159]
[102, 103], [103, 167]
[102, 103], [103, 231]
[102, 103], [103, 153]
[102, 103], [103, 152]
[103, 148], [22, 103]
[103, 148], [72, 103]
[103, 148], [27, 103]
[103, 148], [103, 205]
[103, 148], [103, 149]
[103, 148], [103, 125]
[103, 148], [103, 109]
[103, 148], [103, 279]
[103, 148], [103, 131]
[103, 148], [2, 103]
[103, 148], [103, 183]
[103, 148], [60, 103]
[103, 148], [103, 271]
[103, 148], [103, 107]
[103, 148], [25, 103]
[103, 148], [103, 321]
[103, 148], [103, 252]
[103, 148], [103, 189]
[103, 148], [103, 259]
[103, 148], [62, 103]
[103, 148], [103, 143]
[103, 148], [103, 159]
[103, 148], [103, 167]
[103, 148], [103, 231]
[103, 148], [103, 153]
[103, 148], [103, 152]
[22, 103], [72, 103]
[22, 103], [27, 103]
[22, 103], [103, 205]
[22, 103], [103, 149]
[22, 103], [103, 125]
[22, 103], [103, 109]
[22, 103], [103, 279]
[22, 103], [103, 131]
[22, 103], [2, 103]
[22, 103], [103, 183]
[22, 103], [60, 103]
[22, 103], [103, 271]
[22, 103], [103, 107]
[22, 103], [25, 103]
[22, 103], [103, 321]
[22, 103], [103, 252]
[22, 103], [103, 189]
[22, 103], [103, 259]
[22, 103], [62, 103]
[22, 103], [103, 143]
[22, 103], [103, 159]
[22, 103], [103, 167]
[22, 103], [103, 231]
[22, 103], [103, 153]
[22, 103], [103, 152]
[72, 103], [27, 103]
[72, 103], [103, 205]
[72, 103], [103, 149]
[72, 103], [103, 125]
[72, 103], [103, 109]
[72, 103], [103, 279]
[72, 103], [103, 131]
[72, 103], [2, 103]
[72, 103], [103, 183]
[72, 103], [60, 103]
[72, 103], [103, 271]
[72, 103], [103, 107]
[72, 103], [25, 103]
[72, 103], [103, 321]
[72, 103], [103, 252]
[72, 103], [103, 189]
[72, 103], [103, 259]
[72, 103], [62, 103]
[72, 103], [103, 143]
[72, 103], [103, 159]
[72, 103], [103, 167]
[72, 103], [103, 231]
[72, 103], [103, 153]
[72, 103], [103, 152]
[27, 103], [103, 205]
[27, 103], [103, 149]
[27, 103], [103, 125]
[27, 103], [103, 109]
[27, 103], [103, 279]
[27, 103], [103, 131]
[27, 103], [2, 103]
[27, 103], [103, 183]
[27, 103], [60, 103]
[27, 103], [103, 271]
[27, 103], [103, 107]
[27, 103], [25, 103]
[27, 103], [103, 321]
[27, 103], [103, 252]
[27, 103], [103, 189]
[27, 103], [103, 259]
[27, 103], [62, 103]
[27, 103], [103, 143]
[27, 103], [103, 159]
[27, 103], [103, 167]
[27, 103], [103, 231]
[27, 103], [103, 153]
[27, 103], [103, 152]
[103, 205], [103, 149]
[103, 205], [103, 125]
[103, 205], [103, 109]
[103, 205], [103, 279]
[103, 205], [103, 131]
[103, 205], [2, 103]
[103, 205], [103, 183]
[103, 205], [60, 103]
[103, 205], [103, 271]
[103, 205], [103, 107]
[103, 205], [25, 103]
[103, 205], [103, 321]
[103, 205], [103, 252]
[103, 205], [103, 189]
[103, 205], [103, 259]
[103, 205], [62, 103]
[103, 205], [103, 143]
[103, 205], [103, 159]
[103, 205], [103, 167]
[103, 205], [103, 231]
[103, 205], [103, 153]
[103, 205], [103, 152]
[103, 149], [103, 125]
[103, 149], [103, 109]
[103, 149], [103, 279]
[103, 149], [103, 131]
[103, 149], [2, 103]
[103, 149], [103, 183]
[103, 149], [60, 103]
[103, 149], [103, 271]
[103, 149], [103, 107]
[103, 149], [25, 103]
[103, 149], [103, 321]
[103, 149], [103, 252]
[103, 149], [103, 189]
[103, 149], [103, 259]
[103, 149], [62, 103]
[103, 149], [103, 143]
[103, 149], [103, 159]
[103, 149], [103, 167]
[103, 149], [103, 231]
[103, 149], [103, 153]
[103, 149], [103, 152]
[103, 125], [103, 109]
[103, 125], [103, 279]
[103, 125], [103, 131]
[103, 125], [2, 103]
[103, 125], [103, 183]
[103, 125], [60, 103]
[103, 125], [103, 271]
[103, 125], [103, 107]
[103, 125], [25, 103]
[103, 125], [103, 321]
[103, 125], [103, 252]
[103, 125], [103, 189]
[103, 125], [103, 259]
[103, 125], [62, 103]
[103, 125], [103, 143]
[103, 125], [103, 159]
[103, 125], [103, 167]
[103, 125], [103, 231]
[103, 125], [103, 153]
[103, 125], [103, 152]
[103, 109], [103, 279]
[103, 109], [103, 131]
[103, 109], [2, 103]
[103, 109], [103, 183]
[103, 109], [60, 103]
[103, 109], [103, 271]
[103, 109], [103, 107]
[103, 109], [25, 103]
[103, 109], [103, 321]
[103, 109], [103, 252]
[103, 109], [103, 189]
[103, 109], [103, 259]
[103, 109], [62, 103]
[103, 109], [103, 143]
[103, 109], [103, 159]
[103, 109], [103, 167]
[103, 109], [103, 231]
[103, 109], [103, 153]
[103, 109], [103, 152]
[103, 279], [103, 131]
[103, 279], [2, 103]
[103, 279], [103, 183]
[103, 279], [60, 103]
[103, 279], [103, 271]
[103, 279], [103, 107]
[103, 279], [25, 103]
[103, 279], [103, 321]
[103, 279], [103, 252]
[103, 279], [103, 189]
[103, 279], [103, 259]
[103, 279], [62, 103]
[103, 279], [103, 143]
[103, 279], [103, 159]
[103, 279], [103, 167]
[103, 279], [103, 231]
[103, 279], [103, 153]
[103, 279], [103, 152]
[103, 131], [2, 103]
[103, 131], [103, 183]
[103, 131], [60, 103]
[103, 131], [103, 271]
[103, 131], [103, 107]
[103, 131], [25, 103]
[103, 131], [103, 321]
[103, 131], [103, 252]
[103, 131], [103, 189]
[103, 131], [103, 259]
[103, 131], [62, 103]
[103, 131], [103, 143]
[103, 131], [103, 159]
[103, 131], [103, 167]
[103, 131], [103, 231]
[103, 131], [103, 153]
[103, 131], [103, 152]
[2, 103], [103, 183]
[2, 103], [60, 103]
[2, 103], [103, 271]
[2, 103], [103, 107]
[2, 103], [25, 103]
[2, 103], [103, 321]
[2, 103], [103, 252]
[2, 103], [103, 189]
[2, 103], [103, 259]
[2, 103], [62, 103]
[2, 103], [103, 143]
[2, 103], [103, 159]
[2, 103], [103, 167]
[2, 103], [103, 231]
[2, 103], [103, 153]
[2, 103], [103, 152]
[103, 183], [60, 103]
[103, 183], [103, 271]
[103, 183], [103, 107]
[103, 183], [25, 103]
[103, 183], [103, 321]
[103, 183], [103, 252]
[103, 183], [103, 189]
[103, 183], [103, 259]
[103, 183], [62, 103]
[103, 183], [103, 143]
[103, 183], [103, 159]
[103, 183], [103, 167]
[103, 183], [103, 231]
[103, 183], [103, 153]
[103, 183], [103, 152]
[60, 103], [103, 271]
[60, 103], [103, 107]
[60, 103], [25, 103]
[60, 103], [103, 321]
[60, 103], [103, 252]
[60, 103], [103, 189]
[60, 103], [103, 259]
[60, 103], [62, 103]
[60, 103], [103, 143]
[60, 103], [103, 159]
[60, 103], [103, 167]
[60, 103], [103, 231]
[60, 103], [103, 153]
[60, 103], [103, 152]
[103, 271], [103, 107]
[103, 271], [25, 103]
[103, 271], [103, 321]
[103, 271], [103, 252]
[103, 271], [103, 189]
[103, 271], [103, 259]
[103, 271], [62, 103]
[103, 271], [103, 143]
[103, 271], [103, 159]
[103, 271], [103, 167]
[103, 271], [103, 231]
[103, 271], [103, 153]
[103, 271], [103, 152]
[103, 107], [25, 103]
[103, 107], [103, 321]
[103, 107], [103, 252]
[103, 107], [103, 189]
[103, 107], [103, 259]
[103, 107], [62, 103]
[103, 107], [103, 143]
[103, 107], [103, 159]
[103, 107], [103, 167]
[103, 107], [103, 231]
[103, 107], [103, 153]
[103, 107], [103, 152]
[25, 103], [103, 321]
[25, 103], [103, 252]
[25, 103], [103, 189]
[25, 103], [103, 259]
[25, 103], [62, 103]
[25, 103], [103, 143]
[25, 103], [103, 159]
[25, 103], [103, 167]
[25, 103], [103, 231]
[25, 103], [103, 153]
[25, 103], [103, 152]
[103, 321], [103, 252]
[103, 321], [103, 189]
[103, 321], [103, 259]
[103, 321], [62, 103]
[103, 321], [103, 143]
[103, 321], [103, 159]
[103, 321], [103, 167]
[103, 321], [103, 231]
[103, 321], [103, 153]
[103, 321], [103, 152]
[103, 252], [103, 189]
[103, 252], [103, 259]
[103, 252], [62, 103]
[103, 252], [103, 143]
[103, 252], [103, 159]
[103, 252], [103, 167]
[103, 252], [103, 231]
[103, 252], [103, 153]
[103, 252], [103, 152]
[103, 189], [103, 259]
[103, 189], [62, 103]
[103, 189], [103, 143]
[103, 189], [103, 159]
[103, 189], [103, 167]
[103, 189], [103, 231]
[103, 189], [103, 153]
[103, 189], [103, 152]
[103, 259], [62, 103]
[103, 259], [103, 143]
[103, 259], [103, 159]
[103, 259], [103, 167]
[103, 259], [103, 231]
[103, 259], [103, 153]
[103, 259], [103, 152]
[62, 103], [103, 143]
[62, 103], [103, 159]
[62, 103], [103, 167]
[62, 103], [103, 231]
[62, 103], [103, 153]
[62, 103], [103, 152]
[103, 143], [103, 159]
[103, 143], [103, 167]
[103, 143], [103, 231]
[103, 143], [103, 153]
[103, 143], [103, 152]
[103, 159], [103, 167]
[103, 159], [103, 231]
[103, 159], [103, 153]
[103, 159], [103, 152]
[103, 167], [103, 231]
[103, 167], [103, 153]
[103, 167], [103, 152]
[103, 231], [103, 153]
[103, 231], [103, 152]
[103, 153], [103, 152]
[36, 42], [36, 38]
[36, 42], [36, 41]
[36, 42], [36, 76]
[36, 42], [3, 36]
[36, 42], [36, 91]
[36, 42], [4, 36]
[36, 42], [36, 72]
[36, 42], [7, 36]
[36, 42], [36, 191]
[36, 42], [36, 139]
[36, 42], [17, 36]
[36, 42], [36, 179]
[36, 42], [36, 94]
[36, 42], [32, 36]
[36, 42], [36, 116]
[36, 42], [36, 181]
[36, 42], [36, 61]
[36, 42], [36, 114]
[36, 42], [36, 86]
[36, 42], [36, 108]
[36, 42], [8, 36]
[36, 42], [36, 121]
[36, 42], [36, 256]
[36, 42], [36, 37]
[36, 42], [36, 70]
[36, 42], [36, 145]
[36, 42], [16, 36]
[36, 42], [36, 64]
[36, 42], [36, 48]
[36, 42], [36, 117]
[36, 42], [36, 231]
[36, 42], [36, 130]
[36, 42], [28, 36]
[36, 42], [36, 115]
[36, 42], [29, 36]
[36, 42], [36, 265]
[36, 42], [36, 78]
[36, 42], [5, 36]
[36, 42], [36, 290]
[36, 42], [36, 233]
[36, 42], [36, 65]
[36, 42], [36, 85]
[36, 42], [36, 161]
[36, 42], [36, 87]
[36, 42], [36, 66]
[36, 42], [36, 101]
[36, 42], [36, 167]
[36, 42], [36, 55]
[36, 42], [36, 107]
[36, 42], [36, 127]
[36, 42], [36, 125]
[36, 38], [36, 41]
[36, 38], [36, 76]
[36, 38], [3, 36]
[36, 38], [36, 91]
[36, 38], [4, 36]
[36, 38], [36, 72]
[36, 38], [7, 36]
[36, 38], [36, 191]
[36, 38], [36, 139]
[36, 38], [17, 36]
[36, 38], [36, 179]
[36, 38], [36, 94]
[36, 38], [32, 36]
[36, 38], [36, 116]
[36, 38], [36, 181]
[36, 38], [36, 61]
[36, 38], [36, 114]
[36, 38], [36, 86]
[36, 38], [36, 108]
[36, 38], [8, 36]
[36, 38], [36, 121]
[36, 38], [36, 256]
[36, 38], [36, 37]
[36, 38], [36, 70]
[36, 38], [36, 145]
[36, 38], [16, 36]
[36, 38], [36, 64]
[36, 38], [36, 48]
[36, 38], [36, 117]
[36, 38], [36, 231]
[36, 38], [36, 130]
[36, 38], [28, 36]
[36, 38], [36, 115]
[36, 38], [29, 36]
[36, 38], [36, 265]
[36, 38], [36, 78]
[36, 38], [5, 36]
[36, 38], [36, 290]
[36, 38], [36, 233]
[36, 38], [36, 65]
[36, 38], [36, 85]
[36, 38], [36, 161]
[36, 38], [36, 87]
[36, 38], [36, 66]
[36, 38], [36, 101]
[36, 38], [36, 167]
[36, 38], [36, 55]
[36, 38], [36, 107]
[36, 38], [36, 127]
[36, 38], [36, 125]
[36, 41], [36, 76]
[36, 41], [3, 36]
[36, 41], [36, 91]
[36, 41], [4, 36]
[36, 41], [36, 72]
[36, 41], [7, 36]
[36, 41], [36, 191]
[36, 41], [36, 139]
[36, 41], [17, 36]
[36, 41], [36, 179]
[36, 41], [36, 94]
[36, 41], [32, 36]
[36, 41], [36, 116]
[36, 41], [36, 181]
[36, 41], [36, 61]
[36, 41], [36, 114]
[36, 41], [36, 86]
[36, 41], [36, 108]
[36, 41], [8, 36]
[36, 41], [36, 121]
[36, 41], [36, 256]
[36, 41], [36, 37]
[36, 41], [36, 70]
[36, 41], [36, 145]
[36, 41], [16, 36]
[36, 41], [36, 64]
[36, 41], [36, 48]
[36, 41], [36, 117]
[36, 41], [36, 231]
[36, 41], [36, 130]
[36, 41], [28, 36]
[36, 41], [36, 115]
[36, 41], [29, 36]
[36, 41], [36, 265]
[36, 41], [36, 78]
[36, 41], [5, 36]
[36, 41], [36, 290]
[36, 41], [36, 233]
[36, 41], [36, 65]
[36, 41], [36, 85]
[36, 41], [36, 161]
[36, 41], [36, 87]
[36, 41], [36, 66]
[36, 41], [36, 101]
[36, 41], [36, 167]
[36, 41], [36, 55]
[36, 41], [36, 107]
[36, 41], [36, 127]
[36, 41], [36, 125]
[36, 76], [3, 36]
[36, 76], [36, 91]
[36, 76], [4, 36]
[36, 76], [36, 72]
[36, 76], [7, 36]
[36, 76], [36, 191]
[36, 76], [36, 139]
[36, 76], [17, 36]
[36, 76], [36, 179]
[36, 76], [36, 94]
[36, 76], [32, 36]
[36, 76], [36, 116]
[36, 76], [36, 181]
[36, 76], [36, 61]
[36, 76], [36, 114]
[36, 76], [36, 86]
[36, 76], [36, 108]
[36, 76], [8, 36]
[36, 76], [36, 121]
[36, 76], [36, 256]
[36, 76], [36, 37]
[36, 76], [36, 70]
[36, 76], [36, 145]
[36, 76], [16, 36]
[36, 76], [36, 64]
[36, 76], [36, 48]
[36, 76], [36, 117]
[36, 76], [36, 231]
[36, 76], [36, 130]
[36, 76], [28, 36]
[36, 76], [36, 115]
[36, 76], [29, 36]
[36, 76], [36, 265]
[36, 76], [36, 78]
[36, 76], [5, 36]
[36, 76], [36, 290]
[36, 76], [36, 233]
[36, 76], [36, 65]
[36, 76], [36, 85]
[36, 76], [36, 161]
[36, 76], [36, 87]
[36, 76], [36, 66]
[36, 76], [36, 101]
[36, 76], [36, 167]
[36, 76], [36, 55]
[36, 76], [36, 107]
[36, 76], [36, 127]
[36, 76], [36, 125]
[3, 36], [36, 91]
[3, 36], [4, 36]
[3, 36], [36, 72]
[3, 36], [7, 36]
[3, 36], [36, 191]
[3, 36], [36, 139]
[3, 36], [17, 36]
[3, 36], [36, 179]
[3, 36], [36, 94]
[3, 36], [32, 36]
[3, 36], [36, 116]
[3, 36], [36, 181]
[3, 36], [36, 61]
[3, 36], [36, 114]
[3, 36], [36, 86]
[3, 36], [36, 108]
[3, 36], [8, 36]
[3, 36], [36, 121]
[3, 36], [36, 256]
[3, 36], [36, 37]
[3, 36], [36, 70]
[3, 36], [36, 145]
[3, 36], [16, 36]
[3, 36], [36, 64]
[3, 36], [36, 48]
[3, 36], [36, 117]
[3, 36], [36, 231]
[3, 36], [36, 130]
[3, 36], [28, 36]
[3, 36], [36, 115]
[3, 36], [29, 36]
[3, 36], [36, 265]
[3, 36], [36, 78]
[3, 36], [5, 36]
[3, 36], [36, 290]
[3, 36], [36, 233]
[3, 36], [36, 65]
[3, 36], [36, 85]
[3, 36], [36, 161]
[3, 36], [36, 87]
[3, 36], [36, 66]
[3, 36], [36, 101]
[3, 36], [36, 167]
[3, 36], [36, 55]
[3, 36], [36, 107]
[3, 36], [36, 127]
[3, 36], [36, 125]
[36, 91], [4, 36]
[36, 91], [36, 72]
[36, 91], [7, 36]
[36, 91], [36, 191]
[36, 91], [36, 139]
[36, 91], [17, 36]
[36, 91], [36, 179]
[36, 91], [36, 94]
[36, 91], [32, 36]
[36, 91], [36, 116]
[36, 91], [36, 181]
[36, 91], [36, 61]
[36, 91], [36, 114]
[36, 91], [36, 86]
[36, 91], [36, 108]
[36, 91], [8, 36]
[36, 91], [36, 121]
[36, 91], [36, 256]
[36, 91], [36, 37]
[36, 91], [36, 70]
[36, 91], [36, 145]
[36, 91], [16, 36]
[36, 91], [36, 64]
[36, 91], [36, 48]
[36, 91], [36, 117]
[36, 91], [36, 231]
[36, 91], [36, 130]
[36, 91], [28, 36]
[36, 91], [36, 115]
[36, 91], [29, 36]
[36, 91], [36, 265]
[36, 91], [36, 78]
[36, 91], [5, 36]
[36, 91], [36, 290]
[36, 91], [36, 233]
[36, 91], [36, 65]
[36, 91], [36, 85]
[36, 91], [36, 161]
[36, 91], [36, 87]
[36, 91], [36, 66]
[36, 91], [36, 101]
[36, 91], [36, 167]
[36, 91], [36, 55]
[36, 91], [36, 107]
[36, 91], [36, 127]
[36, 91], [36, 125]
[4, 36], [36, 72]
[4, 36], [7, 36]
[4, 36], [36, 191]
[4, 36], [36, 139]
[4, 36], [17, 36]
[4, 36], [36, 179]
[4, 36], [36, 94]
[4, 36], [32, 36]
[4, 36], [36, 116]
[4, 36], [36, 181]
[4, 36], [36, 61]
[4, 36], [36, 114]
[4, 36], [36, 86]
[4, 36], [36, 108]
[4, 36], [8, 36]
[4, 36], [36, 121]
[4, 36], [36, 256]
[4, 36], [36, 37]
[4, 36], [36, 70]
[4, 36], [36, 145]
[4, 36], [16, 36]
[4, 36], [36, 64]
[4, 36], [36, 48]
[4, 36], [36, 117]
[4, 36], [36, 231]
[4, 36], [36, 130]
[4, 36], [28, 36]
[4, 36], [36, 115]
[4, 36], [29, 36]
[4, 36], [36, 265]
[4, 36], [36, 78]
[4, 36], [5, 36]
[4, 36], [36, 290]
[4, 36], [36, 233]
[4, 36], [36, 65]
[4, 36], [36, 85]
[4, 36], [36, 161]
[4, 36], [36, 87]
[4, 36], [36, 66]
[4, 36], [36, 101]
[4, 36], [36, 167]
[4, 36], [36, 55]
[4, 36], [36, 107]
[4, 36], [36, 127]
[4, 36], [36, 125]
[36, 72], [7, 36]
[36, 72], [36, 191]
[36, 72], [36, 139]
[36, 72], [17, 36]
[36, 72], [36, 179]
[36, 72], [36, 94]
[36, 72], [32, 36]
[36, 72], [36, 116]
[36, 72], [36, 181]
[36, 72], [36, 61]
[36, 72], [36, 114]
[36, 72], [36, 86]
[36, 72], [36, 108]
[36, 72], [8, 36]
[36, 72], [36, 121]
[36, 72], [36, 256]
[36, 72], [36, 37]
[36, 72], [36, 70]
[36, 72], [36, 145]
[36, 72], [16, 36]
[36, 72], [36, 64]
[36, 72], [36, 48]
[36, 72], [36, 117]
[36, 72], [36, 231]
[36, 72], [36, 130]
[36, 72], [28, 36]
[36, 72], [36, 115]
[36, 72], [29, 36]
[36, 72], [36, 265]
[36, 72], [36, 78]
[36, 72], [5, 36]
[36, 72], [36, 290]
[36, 72], [36, 233]
[36, 72], [36, 65]
[36, 72], [36, 85]
[36, 72], [36, 161]
[36, 72], [36, 87]
[36, 72], [36, 66]
[36, 72], [36, 101]
[36, 72], [36, 167]
[36, 72], [36, 55]
[36, 72], [36, 107]
[36, 72], [36, 127]
[36, 72], [36, 125]
[7, 36], [36, 191]
[7, 36], [36, 139]
[7, 36], [17, 36]
[7, 36], [36, 179]
[7, 36], [36, 94]
[7, 36], [32, 36]
[7, 36], [36, 116]
[7, 36], [36, 181]
[7, 36], [36, 61]
[7, 36], [36, 114]
[7, 36], [36, 86]
[7, 36], [36, 108]
[7, 36], [8, 36]
[7, 36], [36, 121]
[7, 36], [36, 256]
[7, 36], [36, 37]
[7, 36], [36, 70]
[7, 36], [36, 145]
[7, 36], [16, 36]
