[205, 258, 292], [205, 258, 269]
[16, 61, 116], [16, 17, 61]
[16, 61, 116], [16, 61, 114]
[16, 61, 116], [16, 61, 65]
[16, 17, 61], [16, 61, 114]
[16, 17, 61], [16, 61, 65]
[16, 61, 114], [16, 61, 65]
[16, 61, 115], [16, 17, 115]
[16, 61, 115], [32, 61, 115]
[16, 61, 115], [61, 64, 115]
[16, 61, 115], [28, 61, 115]
[16, 61, 115], [61, 114, 115]
[16, 61, 115], [61, 115, 130]
[16, 61, 115], [61, 65, 115]
[32, 61, 115], [61, 64, 115]
[32, 61, 115], [28, 61, 115]
[32, 61, 115], [61, 114, 115]
[32, 61, 115], [61, 115, 130]
[32, 61, 115], [61, 65, 115]
[61, 64, 115], [28, 61, 115]
[61, 64, 115], [61, 114, 115]
[61, 64, 115], [61, 115, 130]
[61, 64, 115], [61, 65, 115]
[28, 61, 115], [61, 114, 115]
[28, 61, 115], [61, 115, 130]
[28, 61, 115], [61, 65, 115]
[61, 114, 115], [61, 115, 130]
[61, 114, 115], [61, 65, 115]
[61, 115, 130], [61, 65, 115]
[14, 56, 124], [14, 124, 135]
[14, 56, 124], [14, 124, 232]
[14, 56, 124], [14, 124, 277]
[14, 56, 124], [14, 124, 175]
[14, 56, 124], [14, 124, 127]
[14, 56, 124], [14, 43, 124]
[14, 56, 124], [14, 124, 245]
[14, 124, 135], [14, 124, 232]
[14, 124, 135], [14, 124, 277]
[14, 124, 135], [14, 124, 175]
[14, 124, 135], [14, 124, 127]
[14, 124, 135], [14, 43, 124]
[14, 124, 135], [14, 124, 245]
[14, 124, 232], [14, 124, 277]
[14, 124, 232], [14, 124, 175]
[14, 124, 232], [14, 124, 127]
[14, 124, 232], [14, 43, 124]
[14, 124, 232], [14, 124, 245]
[14, 124, 277], [14, 124, 175]
[14, 124, 277], [14, 124, 127]
[14, 124, 277], [14, 43, 124]
[14, 124, 277], [14, 124, 245]
[14, 124, 175], [14, 124, 127]
[14, 124, 175], [14, 43, 124]
[14, 124, 175], [14, 124, 245]
[14, 124, 127], [14, 43, 124]
[14, 124, 127], [14, 124, 245]
[14, 43, 124], [14, 124, 245]
[14, 56, 124], [56, 83, 124]
[14, 56, 124], [56, 124, 135]
[56, 83, 124], [56, 124, 135]
[71, 80, 167], [71, 80, 194]
[71, 80, 167], [71, 80, 81]
[71, 80, 167], [71, 72, 80]
[71, 80, 194], [71, 80, 81]
[71, 80, 194], [71, 72, 80]
[71, 80, 81], [71, 72, 80]
[41, 92, 107], [92, 101, 107]
[41, 92, 107], [92, 107, 108]
[41, 92, 107], [28, 92, 107]
[41, 92, 107], [92, 107, 179]
[41, 92, 107], [76, 92, 107]
[41, 92, 107], [17, 92, 107]
[92, 101, 107], [92, 107, 108]
[92, 101, 107], [28, 92, 107]
[92, 101, 107], [92, 107, 179]
[92, 101, 107], [76, 92, 107]
[92, 101, 107], [17, 92, 107]
[92, 107, 108], [28, 92, 107]
[92, 107, 108], [92, 107, 179]
[92, 107, 108], [76, 92, 107]
[92, 107, 108], [17, 92, 107]
[28, 92, 107], [92, 107, 179]
[28, 92, 107], [76, 92, 107]
[28, 92, 107], [17, 92, 107]
[92, 107, 179], [76, 92, 107]
[92, 107, 179], [17, 92, 107]
[76, 92, 107], [17, 92, 107]
[280, 301, 305], [276, 280, 305]
[280, 301, 305], [136, 280, 305]
[280, 301, 305], [272, 280, 305]
[276, 280, 305], [136, 280, 305]
[276, 280, 305], [272, 280, 305]
[136, 280, 305], [272, 280, 305]
[280, 301, 305], [299, 301, 305]
[280, 301, 305], [301, 303, 305]
[280, 301, 305], [292, 301, 305]
[280, 301, 305], [301, 305, 322]
[280, 301, 305], [288, 301, 305]
[280, 301, 305], [291, 301, 305]
[280, 301, 305], [205, 301, 305]
[280, 301, 305], [273, 301, 305]
[280, 301, 305], [144, 301, 305]
[280, 301, 305], [258, 301, 305]
[280, 301, 305], [272, 301, 305]
[299, 301, 305], [301, 303, 305]
[299, 301, 305], [292, 301, 305]
[299, 301, 305], [301, 305, 322]
[299, 301, 305], [288, 301, 305]
[299, 301, 305], [291, 301, 305]
[299, 301, 305], [205, 301, 305]
[299, 301, 305], [273, 301, 305]
[299, 301, 305], [144, 301, 305]
[299, 301, 305], [258, 301, 305]
[299, 301, 305], [272, 301, 305]
[301, 303, 305], [292, 301, 305]
[301, 303, 305], [301, 305, 322]
[301, 303, 305], [288, 301, 305]
[301, 303, 305], [291, 301, 305]
[301, 303, 305], [205, 301, 305]
[301, 303, 305], [273, 301, 305]
[301, 303, 305], [144, 301, 305]
[301, 303, 305], [258, 301, 305]
[301, 303, 305], [272, 301, 305]
[292, 301, 305], [301, 305, 322]
[292, 301, 305], [288, 301, 305]
[292, 301, 305], [291, 301, 305]
[292, 301, 305], [205, 301, 305]
[292, 301, 305], [273, 301, 305]
[292, 301, 305], [144, 301, 305]
[292, 301, 305], [258, 301, 305]
[292, 301, 305], [272, 301, 305]
[301, 305, 322], [288, 301, 305]
[301, 305, 322], [291, 301, 305]
[301, 305, 322], [205, 301, 305]
[301, 305, 322], [273, 301, 305]
[301, 305, 322], [144, 301, 305]
[301, 305, 322], [258, 301, 305]
[301, 305, 322], [272, 301, 305]
[288, 301, 305], [291, 301, 305]
[288, 301, 305], [205, 301, 305]
[288, 301, 305], [273, 301, 305]
[288, 301, 305], [144, 301, 305]
[288, 301, 305], [258, 301, 305]
[288, 301, 305], [272, 301, 305]
[291, 301, 305], [205, 301, 305]
[291, 301, 305], [273, 301, 305]
[291, 301, 305], [144, 301, 305]
[291, 301, 305], [258, 301, 305]
[291, 301, 305], [272, 301, 305]
[205, 301, 305], [273, 301, 305]
[205, 301, 305], [144, 301, 305]
[205, 301, 305], [258, 301, 305]
[205, 301, 305], [272, 301, 305]
[273, 301, 305], [144, 301, 305]
[273, 301, 305], [258, 301, 305]
[273, 301, 305], [272, 301, 305]
[144, 301, 305], [258, 301, 305]
[144, 301, 305], [272, 301, 305]
[258, 301, 305], [272, 301, 305]
[6, 112, 218], [6, 112, 219]
[6, 112, 218], [6, 89, 112]
[6, 112, 218], [6, 112, 226]
[6, 112, 218], [6, 18, 112]
[6, 112, 218], [6, 112, 216]
[6, 112, 218], [6, 112, 134]
[6, 112, 218], [6, 112, 298]
[6, 112, 218], [5, 6, 112]
[6, 112, 218], [6, 112, 217]
[6, 112, 219], [6, 89, 112]
[6, 112, 219], [6, 112, 226]
[6, 112, 219], [6, 18, 112]
[6, 112, 219], [6, 112, 216]
[6, 112, 219], [6, 112, 134]
[6, 112, 219], [6, 112, 298]
[6, 112, 219], [5, 6, 112]
[6, 112, 219], [6, 112, 217]
[6, 89, 112], [6, 112, 226]
[6, 89, 112], [6, 18, 112]
[6, 89, 112], [6, 112, 216]
[6, 89, 112], [6, 112, 134]
[6, 89, 112], [6, 112, 298]
[6, 89, 112], [5, 6, 112]
[6, 89, 112], [6, 112, 217]
[6, 112, 226], [6, 18, 112]
[6, 112, 226], [6, 112, 216]
[6, 112, 226], [6, 112, 134]
[6, 112, 226], [6, 112, 298]
[6, 112, 226], [5, 6, 112]
[6, 112, 226], [6, 112, 217]
[6, 18, 112], [6, 112, 216]
[6, 18, 112], [6, 112, 134]
[6, 18, 112], [6, 112, 298]
[6, 18, 112], [5, 6, 112]
[6, 18, 112], [6, 112, 217]
[6, 112, 216], [6, 112, 134]
[6, 112, 216], [6, 112, 298]
[6, 112, 216], [5, 6, 112]
[6, 112, 216], [6, 112, 217]
[6, 112, 134], [6, 112, 298]
[6, 112, 134], [5, 6, 112]
[6, 112, 134], [6, 112, 217]
[6, 112, 298], [5, 6, 112]
[6, 112, 298], [6, 112, 217]
[5, 6, 112], [6, 112, 217]
[6, 112, 218], [6, 18, 218]
[6, 112, 218], [6, 134, 218]
[6, 112, 218], [6, 89, 218]
[6, 18, 218], [6, 134, 218]
[6, 18, 218], [6, 89, 218]
[6, 134, 218], [6, 89, 218]
[6, 112, 218], [112, 218, 243]
[6, 112, 218], [112, 218, 219]
[6, 112, 218], [112, 134, 218]
[6, 112, 218], [112, 218, 251]
[6, 112, 218], [18, 112, 218]
[112, 218, 243], [112, 218, 219]
[112, 218, 243], [112, 134, 218]
[112, 218, 243], [112, 218, 251]
[112, 218, 243], [18, 112, 218]
[112, 218, 219], [112, 134, 218]
[112, 218, 219], [112, 218, 251]
[112, 218, 219], [18, 112, 218]
[112, 134, 218], [112, 218, 251]
[112, 134, 218], [18, 112, 218]
[112, 218, 251], [18, 112, 218]
[61, 65, 70], [61, 65, 116]
[61, 65, 70], [61, 64, 65]
[61, 65, 70], [61, 65, 114]
[61, 65, 70], [17, 61, 65]
[61, 65, 70], [16, 61, 65]
[61, 65, 70], [61, 65, 232]
[61, 65, 70], [61, 65, 115]
[61, 65, 116], [61, 64, 65]
[61, 65, 116], [61, 65, 114]
[61, 65, 116], [17, 61, 65]
[61, 65, 116], [16, 61, 65]
[61, 65, 116], [61, 65, 232]
[61, 65, 116], [61, 65, 115]
[61, 64, 65], [61, 65, 114]
[61, 64, 65], [17, 61, 65]
[61, 64, 65], [16, 61, 65]
[61, 64, 65], [61, 65, 232]
[61, 64, 65], [61, 65, 115]
[61, 65, 114], [17, 61, 65]
[61, 65, 114], [16, 61, 65]
[61, 65, 114], [61, 65, 232]
[61, 65, 114], [61, 65, 115]
[17, 61, 65], [16, 61, 65]
[17, 61, 65], [61, 65, 232]
[17, 61, 65], [61, 65, 115]
[16, 61, 65], [61, 65, 232]
[16, 61, 65], [61, 65, 115]
[61, 65, 232], [61, 65, 115]
[61, 65, 70], [8, 61, 70]
[184, 189, 196], [171, 184, 189]
[184, 189, 196], [73, 184, 196]
[184, 189, 196], [184, 187, 196]
[184, 189, 196], [49, 184, 196]
[184, 189, 196], [60, 184, 196]
[73, 184, 196], [184, 187, 196]
[73, 184, 196], [49, 184, 196]
[73, 184, 196], [60, 184, 196]
[184, 187, 196], [49, 184, 196]
[184, 187, 196], [60, 184, 196]
[49, 184, 196], [60, 184, 196]
[184, 189, 196], [187, 189, 196]
[78, 101, 210], [78, 79, 210]
[78, 101, 210], [78, 210, 220]
[78, 79, 210], [78, 210, 220]
[135, 245, 312], [135, 245, 277]
[135, 245, 312], [83, 135, 245]
[135, 245, 312], [135, 186, 245]
[135, 245, 312], [56, 135, 245]
[135, 245, 277], [83, 135, 245]
[135, 245, 277], [135, 186, 245]
[135, 245, 277], [56, 135, 245]
[83, 135, 245], [135, 186, 245]
[83, 135, 245], [56, 135, 245]
[135, 186, 245], [56, 135, 245]
[135, 245, 312], [14, 135, 312]
[135, 245, 312], [135, 247, 312]
[135, 245, 312], [15, 135, 312]
[135, 245, 312], [43, 135, 312]
[14, 135, 312], [135, 247, 312]
[14, 135, 312], [15, 135, 312]
[14, 135, 312], [43, 135, 312]
[135, 247, 312], [15, 135, 312]
[135, 247, 312], [43, 135, 312]
[15, 135, 312], [43, 135, 312]
[82, 83, 135], [82, 111, 135]
[82, 83, 135], [82, 122, 135]
[82, 111, 135], [82, 122, 135]
[82, 83, 135], [83, 123, 135]
[82, 83, 135], [83, 135, 245]
[83, 123, 135], [83, 135, 245]
[28, 76, 91], [28, 76, 85]
[28, 76, 91], [28, 29, 76]
[28, 76, 91], [28, 32, 76]
[28, 76, 91], [28, 41, 76]
[28, 76, 91], [7, 28, 76]
[28, 76, 91], [28, 76, 92]
[28, 76, 91], [28, 48, 76]
[28, 76, 85], [28, 29, 76]
[28, 76, 85], [28, 32, 76]
[28, 76, 85], [28, 41, 76]
[28, 76, 85], [7, 28, 76]
[28, 76, 85], [28, 76, 92]
[28, 76, 85], [28, 48, 76]
[28, 29, 76], [28, 32, 76]
[28, 29, 76], [28, 41, 76]
[28, 29, 76], [7, 28, 76]
[28, 29, 76], [28, 76, 92]
[28, 29, 76], [28, 48, 76]
[28, 32, 76], [28, 41, 76]
[28, 32, 76], [7, 28, 76]
[28, 32, 76], [28, 76, 92]
[28, 32, 76], [28, 48, 76]
[28, 41, 76], [7, 28, 76]
[28, 41, 76], [28, 76, 92]
[28, 41, 76], [28, 48, 76]
[7, 28, 76], [28, 76, 92]
[7, 28, 76], [28, 48, 76]
[28, 76, 92], [28, 48, 76]
[28, 76, 91], [28, 91, 107]
[28, 76, 91], [28, 91, 130]
[28, 76, 91], [28, 41, 91]
[28, 76, 91], [28, 91, 101]
[28, 91, 107], [28, 91, 130]
[28, 91, 107], [28, 41, 91]
[28, 91, 107], [28, 91, 101]
[28, 91, 130], [28, 41, 91]
[28, 91, 130], [28, 91, 101]
[28, 41, 91], [28, 91, 101]
[28, 76, 91], [76, 91, 92]
[28, 76, 91], [76, 85, 91]
[28, 76, 91], [29, 76, 91]
[28, 76, 91], [41, 76, 91]
[76, 91, 92], [76, 85, 91]
[76, 91, 92], [29, 76, 91]
[76, 91, 92], [41, 76, 91]
[76, 85, 91], [29, 76, 91]
[76, 85, 91], [41, 76, 91]
[29, 76, 91], [41, 76, 91]
[166, 258, 280], [145, 166, 258]
[166, 258, 280], [166, 205, 258]
[145, 166, 258], [166, 205, 258]
[166, 258, 280], [145, 258, 280]
[166, 258, 280], [205, 258, 280]
[166, 258, 280], [136, 258, 280]
[166, 258, 280], [258, 280, 299]
[145, 258, 280], [205, 258, 280]
[145, 258, 280], [136, 258, 280]
[145, 258, 280], [258, 280, 299]
[205, 258, 280], [136, 258, 280]
[205, 258, 280], [258, 280, 299]
[136, 258, 280], [258, 280, 299]
[82, 163, 186], [82, 163, 277]
[82, 163, 186], [82, 122, 186]
[82, 163, 186], [82, 186, 277]
[82, 163, 186], [82, 83, 186]
[82, 163, 186], [82, 127, 186]
[82, 163, 186], [82, 186, 302]
[82, 122, 186], [82, 186, 277]
[82, 122, 186], [82, 83, 186]
[82, 122, 186], [82, 127, 186]
[82, 122, 186], [82, 186, 302]
[82, 186, 277], [82, 83, 186]
[82, 186, 277], [82, 127, 186]
[82, 186, 277], [82, 186, 302]
[82, 83, 186], [82, 127, 186]
[82, 83, 186], [82, 186, 302]
[82, 127, 186], [82, 186, 302]
[82, 163, 186], [163, 186, 277]
[82, 163, 186], [163, 175, 186]
[82, 163, 186], [101, 163, 186]
[82, 163, 186], [77, 163, 186]
[82, 163, 186], [127, 163, 186]
[82, 163, 186], [31, 163, 186]
[82, 163, 186], [83, 163, 186]
[82, 163, 186], [58, 163, 186]
[82, 163, 186], [163, 186, 302]
[163, 186, 277], [163, 175, 186]
[163, 186, 277], [101, 163, 186]
[163, 186, 277], [77, 163, 186]
[163, 186, 277], [127, 163, 186]
[163, 186, 277], [31, 163, 186]
[163, 186, 277], [83, 163, 186]
[163, 186, 277], [58, 163, 186]
[163, 186, 277], [163, 186, 302]
[163, 175, 186], [101, 163, 186]
[163, 175, 186], [77, 163, 186]
[163, 175, 186], [127, 163, 186]
[163, 175, 186], [31, 163, 186]
[163, 175, 186], [83, 163, 186]
[163, 175, 186], [58, 163, 186]
[163, 175, 186], [163, 186, 302]
[101, 163, 186], [77, 163, 186]
[101, 163, 186], [127, 163, 186]
[101, 163, 186], [31, 163, 186]
[101, 163, 186], [83, 163, 186]
[101, 163, 186], [58, 163, 186]
[101, 163, 186], [163, 186, 302]
[77, 163, 186], [127, 163, 186]
[77, 163, 186], [31, 163, 186]
[77, 163, 186], [83, 163, 186]
[77, 163, 186], [58, 163, 186]
[77, 163, 186], [163, 186, 302]
[127, 163, 186], [31, 163, 186]
[127, 163, 186], [83, 163, 186]
[127, 163, 186], [58, 163, 186]
[127, 163, 186], [163, 186, 302]
[31, 163, 186], [83, 163, 186]
[31, 163, 186], [58, 163, 186]
[31, 163, 186], [163, 186, 302]
[83, 163, 186], [58, 163, 186]
[83, 163, 186], [163, 186, 302]
[58, 163, 186], [163, 186, 302]
[250, 282, 310], [214, 250, 282]
[250, 282, 310], [282, 310, 311]
[89, 226, 243], [89, 134, 243]
[61, 93, 116], [61, 114, 116]
[61, 93, 116], [61, 116, 232]
[61, 93, 116], [61, 65, 116]
[61, 93, 116], [16, 61, 116]
[61, 114, 116], [61, 116, 232]
[61, 114, 116], [61, 65, 116]
[61, 114, 116], [16, 61, 116]
[61, 116, 232], [61, 65, 116]
[61, 116, 232], [16, 61, 116]
[61, 65, 116], [16, 61, 116]
[21, 155, 167], [21, 22, 155]
[21, 155, 167], [21, 155, 318]
[21, 155, 167], [21, 80, 155]
[21, 155, 167], [21, 153, 155]
[21, 155, 167], [21, 27, 155]
[21, 155, 167], [21, 109, 155]
[21, 22, 155], [21, 155, 318]
[21, 22, 155], [21, 80, 155]
[21, 22, 155], [21, 153, 155]
[21, 22, 155], [21, 27, 155]
[21, 22, 155], [21, 109, 155]
[21, 155, 318], [21, 80, 155]
[21, 155, 318], [21, 153, 155]
[21, 155, 318], [21, 27, 155]
[21, 155, 318], [21, 109, 155]
[21, 80, 155], [21, 153, 155]
[21, 80, 155], [21, 27, 155]
[21, 80, 155], [21, 109, 155]
[21, 153, 155], [21, 27, 155]
[21, 153, 155], [21, 109, 155]
[21, 27, 155], [21, 109, 155]
[21, 155, 167], [21, 167, 169]
[21, 155, 167], [21, 167, 323]
[21, 155, 167], [21, 71, 167]
[21, 155, 167], [21, 22, 167]
[21, 167, 169], [21, 167, 323]
[21, 167, 169], [21, 71, 167]
[21, 167, 169], [21, 22, 167]
[21, 167, 323], [21, 71, 167]
[21, 167, 323], [21, 22, 167]
[21, 71, 167], [21, 22, 167]
[21, 155, 167], [75, 155, 167]
[21, 155, 167], [71, 155, 167]
[21, 155, 167], [26, 155, 167]
[21, 155, 167], [72, 155, 167]
[21, 155, 167], [22, 155, 167]
[75, 155, 167], [71, 155, 167]
[75, 155, 167], [26, 155, 167]
[75, 155, 167], [72, 155, 167]
[75, 155, 167], [22, 155, 167]
[71, 155, 167], [26, 155, 167]
[71, 155, 167], [72, 155, 167]
[71, 155, 167], [22, 155, 167]
[26, 155, 167], [72, 155, 167]
[26, 155, 167], [22, 155, 167]
[72, 155, 167], [22, 155, 167]
[144, 293, 305], [144, 205, 293]
[144, 293, 305], [136, 144, 305]
[144, 293, 305], [144, 273, 305]
[144, 293, 305], [144, 272, 305]
[144, 293, 305], [144, 301, 305]
[136, 144, 305], [144, 273, 305]
[136, 144, 305], [144, 272, 305]
[136, 144, 305], [144, 301, 305]
[144, 273, 305], [144, 272, 305]
[144, 273, 305], [144, 301, 305]
[144, 272, 305], [144, 301, 305]
[144, 293, 305], [281, 293, 305]
[144, 293, 305], [293, 303, 305]
[144, 293, 305], [272, 293, 305]
[144, 293, 305], [142, 293, 305]
[281, 293, 305], [293, 303, 305]
[281, 293, 305], [272, 293, 305]
[281, 293, 305], [142, 293, 305]
[293, 303, 305], [272, 293, 305]
[293, 303, 305], [142, 293, 305]
[272, 293, 305], [142, 293, 305]
[71, 81, 326], [71, 81, 169]
[71, 81, 326], [71, 80, 81]
[71, 81, 326], [71, 81, 128]
[71, 81, 326], [71, 81, 153]
[71, 81, 326], [71, 72, 81]
[71, 81, 326], [71, 81, 194]
[71, 81, 326], [71, 81, 102]
[71, 81, 169], [71, 80, 81]
[71, 81, 169], [71, 81, 128]
[71, 81, 169], [71, 81, 153]
[71, 81, 169], [71, 72, 81]
[71, 81, 169], [71, 81, 194]
[71, 81, 169], [71, 81, 102]
[71, 80, 81], [71, 81, 128]
[71, 80, 81], [71, 81, 153]
[71, 80, 81], [71, 72, 81]
[71, 80, 81], [71, 81, 194]
[71, 80, 81], [71, 81, 102]
[71, 81, 128], [71, 81, 153]
[71, 81, 128], [71, 72, 81]
[71, 81, 128], [71, 81, 194]
[71, 81, 128], [71, 81, 102]
[71, 81, 153], [71, 72, 81]
[71, 81, 153], [71, 81, 194]
[71, 81, 153], [71, 81, 102]
[71, 72, 81], [71, 81, 194]
[71, 72, 81], [71, 81, 102]
[71, 81, 194], [71, 81, 102]
[71, 81, 326], [71, 72, 326]
[31, 178, 302], [31, 176, 178]
[31, 178, 302], [31, 178, 181]
[31, 178, 302], [31, 116, 178]
[31, 178, 302], [31, 178, 266]
[31, 178, 302], [31, 178, 206]
[31, 178, 302], [31, 178, 209]
[31, 178, 302], [31, 108, 178]
[31, 178, 302], [31, 178, 182]
[31, 176, 178], [31, 178, 181]
[31, 176, 178], [31, 116, 178]
[31, 176, 178], [31, 178, 266]
[31, 176, 178], [31, 178, 206]
[31, 176, 178], [31, 178, 209]
[31, 176, 178], [31, 108, 178]
[31, 176, 178], [31, 178, 182]
[31, 178, 181], [31, 116, 178]
[31, 178, 181], [31, 178, 266]
[31, 178, 181], [31, 178, 206]
[31, 178, 181], [31, 178, 209]
[31, 178, 181], [31, 108, 178]
[31, 178, 181], [31, 178, 182]
[31, 116, 178], [31, 178, 266]
[31, 116, 178], [31, 178, 206]
[31, 116, 178], [31, 178, 209]
[31, 116, 178], [31, 108, 178]
[31, 116, 178], [31, 178, 182]
[31, 178, 266], [31, 178, 206]
[31, 178, 266], [31, 178, 209]
[31, 178, 266], [31, 108, 178]
[31, 178, 266], [31, 178, 182]
[31, 178, 206], [31, 178, 209]
[31, 178, 206], [31, 108, 178]
[31, 178, 206], [31, 178, 182]
[31, 178, 209], [31, 108, 178]
[31, 178, 209], [31, 178, 182]
[31, 108, 178], [31, 178, 182]
[31, 178, 302], [31, 176, 302]
[31, 178, 302], [31, 239, 302]
[31, 178, 302], [31, 206, 302]
[31, 178, 302], [31, 116, 302]
[31, 176, 302], [31, 239, 302]
[31, 176, 302], [31, 206, 302]
[31, 176, 302], [31, 116, 302]
[31, 239, 302], [31, 206, 302]
[31, 239, 302], [31, 116, 302]
[31, 206, 302], [31, 116, 302]
[31, 178, 302], [108, 178, 302]
[31, 178, 302], [178, 206, 302]
[31, 178, 302], [176, 178, 302]
[31, 178, 302], [116, 178, 302]
[31, 178, 302], [178, 209, 302]
[108, 178, 302], [178, 206, 302]
[108, 178, 302], [176, 178, 302]
[108, 178, 302], [116, 178, 302]
[108, 178, 302], [178, 209, 302]
[178, 206, 302], [176, 178, 302]
[178, 206, 302], [116, 178, 302]
[178, 206, 302], [178, 209, 302]
[176, 178, 302], [116, 178, 302]
[176, 178, 302], [178, 209, 302]
[116, 178, 302], [178, 209, 302]
[138, 139, 221], [17, 138, 139]
[138, 139, 221], [6, 138, 139]
[138, 139, 221], [138, 139, 321]
[138, 139, 221], [138, 139, 161]
[138, 139, 221], [138, 139, 198]
[138, 139, 221], [138, 139, 191]
[17, 138, 139], [6, 138, 139]
[17, 138, 139], [138, 139, 321]
[17, 138, 139], [138, 139, 161]
[17, 138, 139], [138, 139, 198]
[17, 138, 139], [138, 139, 191]
[6, 138, 139], [138, 139, 321]
[6, 138, 139], [138, 139, 161]
[6, 138, 139], [138, 139, 198]
[6, 138, 139], [138, 139, 191]
[138, 139, 321], [138, 139, 161]
[138, 139, 321], [138, 139, 198]
[138, 139, 321], [138, 139, 191]
[138, 139, 161], [138, 139, 198]
[138, 139, 161], [138, 139, 191]
[138, 139, 198], [138, 139, 191]
[4, 42, 47], [4, 42, 85]
[4, 42, 47], [4, 8, 42]
[4, 42, 85], [4, 8, 42]
[4, 42, 47], [3, 4, 47]
[4, 42, 47], [4, 47, 92]
[4, 42, 47], [4, 47, 94]
[4, 42, 47], [4, 47, 48]
[4, 42, 47], [4, 47, 85]
[4, 42, 47], [4, 8, 47]
[4, 42, 47], [4, 47, 101]
[4, 42, 47], [4, 47, 108]
[3, 4, 47], [4, 47, 92]
[3, 4, 47], [4, 47, 94]
[3, 4, 47], [4, 47, 48]
[3, 4, 47], [4, 47, 85]
[3, 4, 47], [4, 8, 47]
[3, 4, 47], [4, 47, 101]
[3, 4, 47], [4, 47, 108]
[4, 47, 92], [4, 47, 94]
[4, 47, 92], [4, 47, 48]
[4, 47, 92], [4, 47, 85]
[4, 47, 92], [4, 8, 47]
[4, 47, 92], [4, 47, 101]
[4, 47, 92], [4, 47, 108]
[4, 47, 94], [4, 47, 48]
[4, 47, 94], [4, 47, 85]
[4, 47, 94], [4, 8, 47]
[4, 47, 94], [4, 47, 101]
[4, 47, 94], [4, 47, 108]
[4, 47, 48], [4, 47, 85]
[4, 47, 48], [4, 8, 47]
[4, 47, 48], [4, 47, 101]
[4, 47, 48], [4, 47, 108]
[4, 47, 85], [4, 8, 47]
[4, 47, 85], [4, 47, 101]
[4, 47, 85], [4, 47, 108]
[4, 8, 47], [4, 47, 101]
[4, 8, 47], [4, 47, 108]
[4, 47, 101], [4, 47, 108]
[4, 42, 47], [42, 47, 121]
[4, 42, 47], [17, 42, 47]
[4, 42, 47], [42, 47, 107]
[4, 42, 47], [42, 47, 108]
[4, 42, 47], [42, 47, 85]
[4, 42, 47], [8, 42, 47]
[4, 42, 47], [42, 47, 48]
[4, 42, 47], [3, 42, 47]
[4, 42, 47], [7, 42, 47]
[42, 47, 121], [17, 42, 47]
[42, 47, 121], [42, 47, 107]
[42, 47, 121], [42, 47, 108]
[42, 47, 121], [42, 47, 85]
[42, 47, 121], [8, 42, 47]
[42, 47, 121], [42, 47, 48]
[42, 47, 121], [3, 42, 47]
[42, 47, 121], [7, 42, 47]
[17, 42, 47], [42, 47, 107]
[17, 42, 47], [42, 47, 108]
[17, 42, 47], [42, 47, 85]
[17, 42, 47], [8, 42, 47]
[17, 42, 47], [42, 47, 48]
[17, 42, 47], [3, 42, 47]
[17, 42, 47], [7, 42, 47]
[42, 47, 107], [42, 47, 108]
[42, 47, 107], [42, 47, 85]
[42, 47, 107], [8, 42, 47]
[42, 47, 107], [42, 47, 48]
[42, 47, 107], [3, 42, 47]
[42, 47, 107], [7, 42, 47]
[42, 47, 108], [42, 47, 85]
[42, 47, 108], [8, 42, 47]
[42, 47, 108], [42, 47, 48]
[42, 47, 108], [3, 42, 47]
[42, 47, 108], [7, 42, 47]
[42, 47, 85], [8, 42, 47]
[42, 47, 85], [42, 47, 48]
[42, 47, 85], [3, 42, 47]
[42, 47, 85], [7, 42, 47]
[8, 42, 47], [42, 47, 48]
[8, 42, 47], [3, 42, 47]
[8, 42, 47], [7, 42, 47]
[42, 47, 48], [3, 42, 47]
[42, 47, 48], [7, 42, 47]
[3, 42, 47], [7, 42, 47]
[17, 138, 139], [17, 138, 198]
[17, 138, 139], [17, 138, 262]
[17, 138, 139], [17, 138, 184]
[17, 138, 198], [17, 138, 262]
[17, 138, 198], [17, 138, 184]
[17, 138, 262], [17, 138, 184]
[17, 138, 139], [17, 139, 222]
[17, 138, 139], [17, 139, 198]
[17, 139, 222], [17, 139, 198]
[47, 92, 97], [4, 47, 92]
[47, 92, 97], [47, 48, 92]
[4, 47, 92], [47, 48, 92]
[47, 92, 97], [8, 92, 97]
[47, 92, 97], [42, 92, 97]
[47, 92, 97], [4, 92, 97]
[8, 92, 97], [42, 92, 97]
[8, 92, 97], [4, 92, 97]
[42, 92, 97], [4, 92, 97]
[98, 174, 177], [60, 98, 174]
[98, 174, 177], [98, 100, 174]
[98, 174, 177], [98, 174, 195]
[98, 174, 177], [98, 99, 174]
[98, 174, 177], [98, 126, 174]
[98, 174, 177], [63, 98, 174]
[98, 174, 177], [98, 174, 317]
[60, 98, 174], [98, 100, 174]
[60, 98, 174], [98, 174, 195]
[60, 98, 174], [98, 99, 174]
[60, 98, 174], [98, 126, 174]
[60, 98, 174], [63, 98, 174]
[60, 98, 174], [98, 174, 317]
[98, 100, 174], [98, 174, 195]
[98, 100, 174], [98, 99, 174]
[98, 100, 174], [98, 126, 174]
[98, 100, 174], [63, 98, 174]
[98, 100, 174], [98, 174, 317]
[98, 174, 195], [98, 99, 174]
[98, 174, 195], [98, 126, 174]
[98, 174, 195], [63, 98, 174]
[98, 174, 195], [98, 174, 317]
[98, 99, 174], [98, 126, 174]
[98, 99, 174], [63, 98, 174]
[98, 99, 174], [98, 174, 317]
[98, 126, 174], [63, 98, 174]
